Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,Library Name,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_name,sample_type,AssemblyName,INSDC_center_name,REA,Description,external_id,Submitter_Id,passage_history,samp_size,identified_by,lab_host,common_name
SRR1791742,WGS,SAMN03300100,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867404,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5243,SRP053287,PRJNA251692,456,1070491091,735699770,250: 01-5243,Cattle,2001,Pathogen.cl,MB51,Mexico,North America,Mexico,Tissue,01-5243,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791743,WGS,SAMN03300101,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867405,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5367,SRP053287,PRJNA251692,477,547641136,340930414,250: 01-5367,Cattle,2001,Pathogen.cl,MB52,Mexico,North America,Mexico,Tissue,01-5367,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791744,WGS,SAMN03300102,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867406,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5389,SRP053287,PRJNA251692,445,1095006717,847711464,250: 01-5389,Cattle,2001,Pathogen.cl,MB53,Mexico,North America,Mexico,Tissue,01-5389,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791745,WGS,SAMN03300103,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867407,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5441,SRP053287,PRJNA251692,445,167629617,99996162,250: 01-5441,Cattle,2001,Pathogen.cl,MB54,Mexico,North America,Mexico,Tissue,01-5441,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791746,WGS,SAMN03300104,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867408,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5518,SRP053287,PRJNA251692,441,322656401,245219817,250: 01-5518,Cattle,2001,Pathogen.cl,MB55,USA,North America,USA:KS,Tissue,01-5518,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791747,WGS,SAMN03300105,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867409,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5639,SRP053287,PRJNA251692,436,329580797,188980837,250: 01-5639,Cattle,2001,Pathogen.cl,MB56,Mexico,North America,Mexico,Tissue,01-5639,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791748,WGS,SAMN03300106,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867410,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5640,SRP053287,PRJNA251692,473,594505357,395932935,250: 01-5640,Cattle,2001,Pathogen.cl,MB57,Mexico,North America,Mexico,Tissue,01-5640,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791749,WGS,SAMN03300107,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867411,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5647,SRP053287,PRJNA251692,472,753899608,476594240,250: 01-5647,Cattle,2001,Pathogen.cl,MB58,Mexico,North America,Mexico,Tissue,01-5647,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791750,WGS,SAMN03300108,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867412,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5648,SRP053287,PRJNA251692,475,334606627,204865854,250: 01-5648,Cattle,2001,Pathogen.cl,MB59,Mexico,North America,Mexico,Tissue,01-5648,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791751,WGS,SAMN03300109,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867413,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5694,SRP053287,PRJNA251692,476,693715443,419399410,250: 01-5694,Cattle,2001,Pathogen.cl,MB60,Mexico,North America,Mexico,Tissue,01-5694,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791752,WGS,SAMN03300110,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867414,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5745,SRP053287,PRJNA251692,461,583467053,341912485,250: 01-5745,Cattle,2001,Pathogen.cl,MB61,Mexico,North America,Mexico,Tissue,01-5745,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791753,WGS,SAMN03300111,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867415,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5750,SRP053287,PRJNA251692,486,96465761,55885230,250: 01-5750,Cattle,2001,Pathogen.cl,MB62,Mexico,North America,Mexico,Tissue,01-5750,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791754,WGS,SAMN03300112,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867416,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-5950,SRP053287,PRJNA251692,482,989811881,689142827,250: 01-5950,Cattle,2001,Pathogen.cl,MB63,USA,North America,USA:TX,Tissue,01-5950,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791755,WGS,SAMN03300113,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867417,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-6106,SRP053287,PRJNA251692,448,658588396,497855188,250: 01-6106,Cattle,2001,Pathogen.cl,MB64,Mexico,North America,Mexico,Tissue,01-6106,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791756,WGS,SAMN03300114,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867418,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-6168,SRP053287,PRJNA251692,489,240082091,145534994,250: 01-6168,Cattle,2001,Pathogen.cl,MB65,Mexico,North America,Mexico,Tissue,01-6168,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791757,WGS,SAMN03300115,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867419,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-6221,SRP053287,PRJNA251692,471,785386870,534944007,250: 01-6221,Cattle,2001,Pathogen.cl,MB66,USA,North America,USA:MI,Tissue,01-6221,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791758,WGS,SAMN03300116,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867420,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-6318,SRP053287,PRJNA251692,474,596030255,373531018,250: 01-6318,Cattle,2001,Pathogen.cl,MB67,Mexico,North America,Mexico,Tissue,01-6318,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791759,WGS,SAMN03300117,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867421,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-6410,SRP053287,PRJNA251692,475,751699510,476803653,250: 01-6410,Cattle,2001,Pathogen.cl,MB68,Mexico,North America,Mexico,Tissue,01-6410,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791760,WGS,SAMN03300118,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867422,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,01-6428,SRP053287,PRJNA251692,431,736099342,504019967,250: 01-6428,Cattle,2001,Pathogen.cl,MB69,Mexico,North America,Mexico,Tissue,01-6428,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791761,WGS,SAMN03300119,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867423,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0011,SRP053287,PRJNA251692,464,729150819,490457410,250: 02-0011,Cattle,2002,Pathogen.cl,MB70,Mexico,North America,Mexico,Tissue,02-0011,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791762,WGS,SAMN03300120,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867424,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0252,SRP053287,PRJNA251692,470,755960100,512057080,250: 02-0252,Cattle,2002,Pathogen.cl,MB71,Mexico,North America,Mexico,Tissue,02-0252,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791763,WGS,SAMN03300121,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867425,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0253,SRP053287,PRJNA251692,474,632333622,434159144,250: 02-0253,Cattle,2002,Pathogen.cl,MB72,Mexico,North America,Mexico,Tissue,02-0253,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791764,WGS,SAMN03300122,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867426,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0255,SRP053287,PRJNA251692,108,387269532,262238282,250: 02-0255,Cattle,2002,Pathogen.cl,MB73,,,,Tissue,02-0255,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791765,WGS,SAMN03300123,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867427,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0302,SRP053287,PRJNA251692,467,720108738,498062452,250: 02-0302,Cattle,2002,Pathogen.cl,MB74,Mexico,North America,Mexico,Tissue,02-0302,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791766,WGS,SAMN03300124,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867428,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0309,SRP053287,PRJNA251692,472,375680511,270814711,250: 02-0309,Cattle,2002,Pathogen.cl,MB75,Mexico,North America,Mexico,Tissue,02-0309,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791767,WGS,SAMN03300125,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867429,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0357,SRP053287,PRJNA251692,468,715656225,483998270,250: 02-0357,Cattle,2002,Pathogen.cl,MB76,Mexico,North America,Mexico,Tissue,02-0357,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791768,WGS,SAMN03300126,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867430,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0380,SRP053287,PRJNA251692,422,450406275,340596851,250: 02-0380,Cattle,2002,Pathogen.cl,MB77,Canada,North America,Canada,Tissue,02-0380,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791769,WGS,SAMN03300127,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867431,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0419,SRP053287,PRJNA251692,478,921666801,640714703,250: 02-0419,Cattle,2002,Pathogen.cl,MB78,USA,North America,USA:TX,Tissue,02-0419,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791770,WGS,SAMN03300128,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867432,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0493,SRP053287,PRJNA251692,448,1039787587,680879922,250: 02-0493,Cattle,2002,Pathogen.cl,MB79,Mexico,North America,Mexico,Tissue,02-0493,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791772,WGS,SAMN03300130,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867434,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0572,SRP053287,PRJNA251692,449,1003285299,666426815,250: 02-0572,Cattle,2002,Pathogen.cl,MB81,USA,North America,USA:MI,Tissue,02-0572,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791773,WGS,SAMN03300131,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867435,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0585,SRP053287,PRJNA251692,467,581315584,400651117,250: 02-0585,Cattle,2002,Pathogen.cl,MB82,Mexico,North America,Mexico,Tissue,02-0585,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791774,WGS,SAMN03300132,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867436,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0690,SRP053287,PRJNA251692,466,670593979,467407325,250: 02-0690,Cattle,2002,Pathogen.cl,MB83,,,,Tissue,02-0690,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791775,WGS,SAMN03300133,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867437,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-0963,SRP053287,PRJNA251692,454,733274581,497721023,250: 02-0963,Cattle,2002,Pathogen.cl,MB84,USA,North America,USA:MI,Tissue,02-0963,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791776,WGS,SAMN03300134,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867438,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-21T00:00:00Z,02-1054,SRP053287,PRJNA251692,106,464105206,398509353,250: 02-1054,Cervid,2002,Pathogen.cl,MB85,USA,North America,USA:OR,Tissue,02-1054,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791777,WGS,SAMN03300135,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867439,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1331,SRP053287,PRJNA251692,479,677276744,416067524,250: 02-1331,Cattle,2002,Pathogen.cl,MB86,Mexico,North America,Mexico,Tissue,02-1331,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791778,WGS,SAMN03300136,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867440,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1368,SRP053287,PRJNA251692,468,618424061,424636769,250: 02-1368,Cattle,2002,Pathogen.cl,MB87,Mexico,North America,Mexico,Tissue,02-1368,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791779,WGS,SAMN03300137,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867441,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1370,SRP053287,PRJNA251692,470,533954595,361927613,250: 02-1370,Cattle,2002,Pathogen.cl,MB88,,,,Tissue,02-1370,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791780,WGS,SAMN03300138,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867442,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1372,SRP053287,PRJNA251692,108,322810164,218042109,250: 02-1372,Sus scrofa,2002,Pathogen.cl,MB89,USA,North America,USA:HI,Tissue,02-1372,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791781,WGS,SAMN03300139,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867443,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1405,SRP053287,PRJNA251692,466,441342149,313561437,250: 02-1405,Cattle,2002,Pathogen.cl,MB90,Mexico,North America,Mexico,Tissue,02-1405,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791782,WGS,SAMN03300140,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867444,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1463,SRP053287,PRJNA251692,468,720388050,481151830,250: 02-1463,Cattle,2002,Pathogen.cl,MB91,Mexico,North America,Mexico,Tissue,02-1463,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791783,WGS,SAMN03300141,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867445,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1464,SRP053287,PRJNA251692,477,629764631,378259079,250: 02-1464,Cattle,2002,Pathogen.cl,MB92,Mexico,North America,Mexico,Tissue,02-1464,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791784,WGS,SAMN03300142,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867446,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1465,SRP053287,PRJNA251692,461,1172604112,769631435,250: 02-1465,Cattle,2002,Pathogen.cl,MB93,USA,North America,USA:MN,Tissue,02-1465,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791785,WGS,SAMN03300143,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867447,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1531,SRP053287,PRJNA251692,472,795008078,511566333,250: 02-1531,Cattle,2002,Pathogen.cl,MB94,Mexico,North America,Mexico,Tissue,02-1531,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791786,WGS,SAMN03300144,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867448,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1559,SRP053287,PRJNA251692,474,615752820,366746541,250: 02-1559,Cattle,2002,Pathogen.cl,MB95,Mexico,North America,Mexico,Tissue,02-1559,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791787,WGS,SAMN03300145,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867449,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1561,SRP053287,PRJNA251692,472,647664054,447316402,250: 02-1561,Cattle,2002,Pathogen.cl,MB96,Mexico,North America,Mexico,Tissue,02-1561,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791788,WGS,SAMN03300146,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867450,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1579,SRP053287,PRJNA251692,468,1041994426,686146704,250: 02-1579,Cattle,2002,Pathogen.cl,MB97,Mexico,North America,Mexico,Tissue,02-1579,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791789,WGS,SAMN03300147,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867451,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1589,SRP053287,PRJNA251692,475,661615964,449244474,250: 02-1589,Cattle,2002,Pathogen.cl,MB98,,,,Tissue,02-1589,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791790,WGS,SAMN03300148,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867452,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1672,SRP053287,PRJNA251692,481,486933523,333024761,250: 02-1672,Cattle,2002,Pathogen.cl,MB99,Mexico,North America,Mexico,Tissue,02-1672,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791791,WGS,SAMN03300149,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867453,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1715,SRP053287,PRJNA251692,473,672292505,459076915,250: 02-1715,Cattle,2002,Pathogen.cl,MB100,Mexico,North America,Mexico,Tissue,02-1715,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791792,WGS,SAMN03300150,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867454,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-1790,SRP053287,PRJNA251692,483,216892174,157436020,250: 02-1790,Cattle,2002,Pathogen.cl,MB101,Mexico,North America,Mexico,Tissue,02-1790,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
SRR1791793,WGS,SAMN03300151,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX867455,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,02-2201,SRP053287,PRJNA251692,465,838845916,542270990,250: 02-2201,Cattle,2002,Pathogen.cl,MB102,USA,North America,USA:TX,Tissue,02-2201,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,
